id,threshold,commit_step,predicted,confidence,correct,total_steps,premature,mean_delta
ID0046,0.8,13,D,0.4,True,14,False,0.42234287390939074
ID0046,0.9,13,D,0.4,True,14,False,0.42234287390939074
ID0054,0.6,0,C,0.7,False,11,True,0.2520047895648012
ID0054,0.7,0,C,0.7,False,11,True,0.2520047895648012
ID0054,0.8,10,C,0.5,False,11,False,0.2520047895648012
ID0054,0.9,10,C,0.5,False,11,False,0.2520047895648012
ID0059,0.6,1,B,0.6,True,7,True,inf
ID0059,0.7,5,A,1.0,False,7,True,inf
ID0059,0.8,5,A,1.0,False,7,True,inf
ID0059,0.9,5,A,1.0,False,7,True,inf
ID0061,0.6,0,F,1.0,False,5,True,0.021924898234899626
ID0061,0.7,0,F,1.0,False,5,True,0.021924898234899626
ID0061,0.8,0,F,1.0,False,5,True,0.021924898234899626
ID0061,0.9,0,F,1.0,False,5,True,0.021924898234899626
ID0064,0.6,0,D,0.7,True,5,True,0.02162776242429638
ID0064,0.7,0,D,0.7,True,5,True,0.02162776242429638
ID0064,0.8,4,D,0.6,True,5,False,0.02162776242429638
ID0064,0.9,4,D,0.6,True,5,False,0.02162776242429638
ID0067,0.6,0,C,0.6,False,3,True,inf
ID0067,0.7,1,D,1.0,False,3,True,inf
ID0067,0.8,1,D,1.0,False,3,True,inf
ID0067,0.9,1,D,1.0,False,3,True,inf
ID0079,0.6,0,B,0.6,True,15,True,0.38672898071772316
ID0079,0.7,8,B,0.7,True,15,True,0.38672898071772316
ID0079,0.8,14,B,0.6,True,15,False,0.38672898071772316
ID0079,0.9,14,B,0.6,True,15,False,0.38672898071772316
ID0081,0.6,0,D,0.6,True,7,True,0.38025339896886157
ID0081,0.7,3,D,0.7,True,7,True,0.38025339896886157
ID0081,0.8,6,D,0.6,True,7,False,0.38025339896886157
ID0081,0.9,6,D,0.6,True,7,False,0.38025339896886157
ID0088,0.6,0,C,0.6,False,16,True,0.3262272277514794
ID0088,0.7,1,C,0.7,False,16,True,0.3262272277514794
ID0088,0.8,15,B,0.7,True,16,False,0.3262272277514794
ID0088,0.9,15,B,0.7,True,16,False,0.3262272277514794
ID0089,0.6,0,A,0.7,True,13,True,0.17087168682483433
ID0089,0.7,0,A,0.7,True,13,True,0.17087168682483433
ID0089,0.8,3,A,0.8,True,13,True,0.17087168682483433
ID0089,0.9,12,A,0.7,True,13,False,0.17087168682483433
ID0097,0.6,1,D,0.6,True,9,True,inf
ID0097,0.7,8,D,0.6,True,9,False,inf
ID0097,0.8,8,D,0.6,True,9,False,inf
ID0097,0.9,8,D,0.6,True,9,False,inf
ID0098,0.6,0,B,0.7,False,14,True,inf
ID0098,0.7,0,B,0.7,False,14,True,inf
ID0098,0.8,10,D,1.0,True,14,True,inf
ID0098,0.9,10,D,1.0,True,14,True,inf
ID0103,0.6,0,D,0.6,True,9,True,0.36954361998927493
ID0103,0.7,1,D,0.7,True,9,True,0.36954361998927493
ID0103,0.8,8,D,0.6,True,9,False,0.36954361998927493
ID0103,0.9,8,D,0.6,True,9,False,0.36954361998927493
ID0108,0.6,2,D,0.6,False,16,True,0.43465018865357463
ID0108,0.7,6,D,0.7,False,16,True,0.43465018865357463
ID0108,0.8,15,A,0.7,False,16,False,0.43465018865357463
ID0108,0.9,15,A,0.7,False,16,False,0.43465018865357463
ID0109,0.6,2,B,0.6,False,14,True,inf
ID0109,0.7,4,A,0.7,True,14,True,inf
ID0109,0.8,11,A,0.9,True,14,True,inf
ID0109,0.9,11,A,0.9,True,14,True,inf
ID0111,0.6,0,B,0.6,False,11,True,0.22838122726321178
ID0111,0.7,10,D,0.7,True,11,False,0.22838122726321178
ID0111,0.8,10,D,0.7,True,11,False,0.22838122726321178
ID0111,0.9,10,D,0.7,True,11,False,0.22838122726321178
ID0112,0.6,1,F,0.6,False,6,True,inf
ID0112,0.7,2,F,0.8,False,6,True,inf
ID0112,0.8,2,F,0.8,False,6,True,inf
ID0112,0.9,5,A,0.3,False,6,False,inf
ID0113,0.6,0,C,0.6,False,14,True,inf
ID0113,0.7,1,C,0.85,False,14,True,inf
ID0113,0.8,1,C,0.85,False,14,True,inf
ID0113,0.9,3,C,1.0,False,14,True,inf
ID0116,0.6,0,A,0.6,True,12,True,0.3506576973168833
ID0116,0.7,11,C,0.7,False,12,False,0.3506576973168833
ID0116,0.8,11,C,0.7,False,12,False,0.3506576973168833
ID0116,0.9,11,C,0.7,False,12,False,0.3506576973168833
ID0117,0.6,1,A,0.6,False,10,True,0.33983025642008224
ID0117,0.7,3,A,0.7,False,10,True,0.33983025642008224
ID0117,0.8,9,A,0.7,False,10,False,0.33983025642008224
ID0117,0.9,9,A,0.7,False,10,False,0.33983025642008224
ID0119,0.6,1,A,0.6,False,10,True,inf
ID0119,0.7,2,D,0.7,True,10,True,inf
ID0119,0.8,9,D,0.7,True,10,False,inf
ID0119,0.9,9,D,0.7,True,10,False,inf
ID0123,0.6,2,D,0.6,True,5,True,inf
ID0123,0.7,3,C,0.7,False,5,True,inf
ID0123,0.8,4,D,0.6,True,5,False,inf
ID0123,0.9,4,D,0.6,True,5,False,inf
ID0125,0.6,1,B,0.6,False,13,True,0.22761272877381675
ID0125,0.7,2,B,0.7,False,13,True,0.22761272877381675
ID0125,0.8,12,D,0.4,True,13,False,0.22761272877381675
ID0125,0.9,12,D,0.4,True,13,False,0.22761272877381675
ID0127,0.6,0,D,0.7,False,13,True,0.1418344338178617
ID0127,0.7,0,D,0.7,False,13,True,0.1418344338178617
ID0127,0.8,12,D,0.5,False,13,False,0.1418344338178617
ID0127,0.9,12,D,0.5,False,13,False,0.1418344338178617
ID0135,0.6,0,B,0.7,False,8,True,inf
ID0135,0.7,0,B,0.7,False,8,True,inf
ID0135,0.8,2,B,0.8,False,8,True,inf
ID0135,0.9,7,A,0.7,True,8,False,inf
ID0137,0.6,6,D,0.6,True,8,True,inf
ID0137,0.7,7,D,0.5,True,8,False,inf
ID0137,0.8,7,D,0.5,True,8,False,inf
ID0137,0.9,7,D,0.5,True,8,False,inf
ID0141,0.6,2,A,0.7,False,4,True,1.0335298831379132
ID0141,0.7,2,A,0.7,False,4,True,1.0335298831379132
ID0141,0.8,3,A,0.3157894736842105,False,4,False,1.0335298831379132
ID0141,0.9,3,A,0.3157894736842105,False,4,False,1.0335298831379132
ID0144,0.6,0,B,0.6,False,13,True,0.44273541179865983
ID0144,0.7,3,B,0.7,False,13,True,0.44273541179865983
ID0144,0.8,12,B,0.7,False,13,False,0.44273541179865983
ID0144,0.9,12,B,0.7,False,13,False,0.44273541179865983
ID0146,0.6,1,A,0.6,True,8,True,0.15153769689543262
ID0146,0.7,3,A,0.7,True,8,True,0.15153769689543262
ID0146,0.8,7,A,0.6,True,8,False,0.15153769689543262
ID0146,0.9,7,A,0.6,True,8,False,0.15153769689543262
ID0152,0.6,2,A,0.7,False,5,True,inf
ID0152,0.7,2,A,0.7,False,5,True,inf
ID0152,0.8,4,C,0.7,True,5,False,inf
ID0152,0.9,4,C,0.7,True,5,False,inf
ID0153,0.6,0,D,0.8,True,9,True,inf
ID0153,0.7,0,D,0.8,True,9,True,inf
ID0153,0.8,0,D,0.8,True,9,True,inf
ID0153,0.9,6,D,1.0,True,9,True,inf
ID0161,0.6,1,C,0.7,True,18,True,inf
ID0161,0.7,1,C,0.7,True,18,True,inf
ID0161,0.8,4,C,0.8,True,18,True,inf
ID0161,0.9,10,C,0.95,True,18,True,inf
ID0162,0.6,0,C,0.6,False,10,True,0.2719507301306554
ID0162,0.7,5,A,0.7,True,10,True,0.2719507301306554
ID0162,0.8,9,A,0.7,True,10,False,0.2719507301306554
ID0162,0.9,9,A,0.7,True,10,False,0.2719507301306554
ID0164,0.6,0,B,0.6,True,5,True,inf
ID0164,0.7,1,B,0.7,True,5,True,inf
ID0164,0.8,4,B,0.7,True,5,False,inf
ID0164,0.9,4,B,0.7,True,5,False,inf
ID0170,0.6,2,D,0.9,False,6,True,inf
ID0170,0.7,2,D,0.9,False,6,True,inf
ID0170,0.8,2,D,0.9,False,6,True,inf
ID0170,0.9,2,D,0.9,False,6,True,inf
ID0184,0.6,0,B,0.6,False,15,True,0.17855771830046413
ID0184,0.7,2,B,0.7,False,15,True,0.17855771830046413
ID0184,0.8,14,C,0.6,True,15,False,0.17855771830046413
ID0184,0.9,14,C,0.6,True,15,False,0.17855771830046413
ID0187,0.6,0,B,0.8,False,5,True,inf
ID0187,0.7,0,B,0.8,False,5,True,inf
ID0187,0.8,0,B,0.8,False,5,True,inf
ID0187,0.9,2,F,1.0,False,5,True,inf
ID0191,0.6,0,B,0.7,False,10,True,0.479174075438863
ID0191,0.7,0,B,0.7,False,10,True,0.479174075438863
ID0191,0.8,9,D,0.4,False,10,False,0.479174075438863
ID0191,0.9,9,D,0.4,False,10,False,0.479174075438863
ID0193,0.6,0,A,1.0,False,5,True,inf
ID0193,0.7,0,A,1.0,False,5,True,inf
ID0193,0.8,0,A,1.0,False,5,True,inf
ID0193,0.9,0,A,1.0,False,5,True,inf
ID0202,0.6,4,A,0.6,False,10,True,0.6991237592934189
ID0202,0.7,5,A,0.7,False,10,True,0.6991237592934189
ID0202,0.8,9,A,0.7,False,10,False,0.6991237592934189
ID0202,0.9,9,A,0.7,False,10,False,0.6991237592934189
ID0207,0.6,6,D,0.34782608695652173,False,7,False,0.39109348992957177
ID0207,0.7,6,D,0.34782608695652173,False,7,False,0.39109348992957177
ID0207,0.8,6,D,0.34782608695652173,False,7,False,0.39109348992957177
ID0207,0.9,6,D,0.34782608695652173,False,7,False,0.39109348992957177
ID0209,0.6,0,D,0.6,True,8,True,0.21842847210186106
ID0209,0.7,7,D,0.7,True,8,False,0.21842847210186106
ID0209,0.8,7,D,0.7,True,8,False,0.21842847210186106
ID0209,0.9,7,D,0.7,True,8,False,0.21842847210186106
ID0211,0.6,1,A,0.6666666666666666,True,6,True,inf
ID0211,0.7,4,I,0.8,False,6,True,inf
ID0211,0.8,4,I,0.8,False,6,True,inf
ID0211,0.9,5,A,0.8653846153846154,True,6,False,inf
ID0213,0.6,0,C,0.7,True,15,True,inf
ID0213,0.7,0,C,0.7,True,15,True,inf
ID0213,0.8,9,C,1.0,True,15,True,inf
ID0213,0.9,9,C,1.0,True,15,True,inf
ID0215,0.6,0,D,1.0,False,10,True,inf
ID0215,0.7,0,D,1.0,False,10,True,inf
ID0215,0.8,0,D,1.0,False,10,True,inf
ID0215,0.9,0,D,1.0,False,10,True,inf
ID0216,0.6,3,A,0.2,True,4,False,0.27027786972755197
ID0216,0.7,3,A,0.2,True,4,False,0.27027786972755197
ID0216,0.8,3,A,0.2,True,4,False,0.27027786972755197
ID0216,0.9,3,A,0.2,True,4,False,0.27027786972755197
ID0219,0.6,0,B,0.7,True,17,True,inf
ID0219,0.7,0,B,0.7,True,17,True,inf
ID0219,0.8,16,B,0.7,True,17,False,inf
ID0219,0.9,16,B,0.7,True,17,False,inf
ID0224,0.6,0,D,0.6,True,4,True,0.24035116233705717
ID0224,0.7,3,D,0.6,True,4,False,0.24035116233705717
ID0224,0.8,3,D,0.6,True,4,False,0.24035116233705717
ID0224,0.9,3,D,0.6,True,4,False,0.24035116233705717
ID0233,0.6,1,C,1.0,False,7,True,inf
ID0233,0.7,1,C,1.0,False,7,True,inf
ID0233,0.8,1,C,1.0,False,7,True,inf
ID0233,0.9,1,C,1.0,False,7,True,inf
ID0235,0.6,0,H,1.0,False,9,True,inf
ID0235,0.7,0,H,1.0,False,9,True,inf
ID0235,0.8,0,H,1.0,False,9,True,inf
ID0235,0.9,0,H,1.0,False,9,True,inf
ID0237,0.6,0,B,0.7,False,11,True,inf
ID0237,0.7,0,B,0.7,False,11,True,inf
ID0237,0.8,3,A,0.8,True,11,True,inf
ID0237,0.9,10,A,0.8,True,11,False,inf
ID0238,0.6,4,A,0.6,False,11,True,0.29284926606084677
ID0238,0.7,10,D,0.6,True,11,False,0.29284926606084677
ID0238,0.8,10,D,0.6,True,11,False,0.29284926606084677
ID0238,0.9,10,D,0.6,True,11,False,0.29284926606084677
ID0240,0.6,0,C,0.6,False,9,True,inf
ID0240,0.7,2,C,0.7,False,9,True,inf
ID0240,0.8,8,C,0.6,False,9,False,inf
ID0240,0.9,8,C,0.6,False,9,False,inf
ID0242,0.6,0,G,1.0,False,13,True,inf
ID0242,0.7,0,G,1.0,False,13,True,inf
ID0242,0.8,0,G,1.0,False,13,True,inf
ID0242,0.9,0,G,1.0,False,13,True,inf
ID0244,0.6,0,C,0.7,True,6,True,inf
ID0244,0.7,0,C,0.7,True,6,True,inf
ID0244,0.8,5,C,0.7,True,6,False,inf
ID0244,0.9,5,C,0.7,True,6,False,inf
ID0249,0.6,1,C,0.7,True,10,True,0.44444066517724734
ID0249,0.7,1,C,0.7,True,10,True,0.44444066517724734
ID0249,0.8,9,A,0.4,False,10,False,0.44444066517724734
ID0249,0.9,9,A,0.4,False,10,False,0.44444066517724734
ID0251,0.6,3,C,0.6,False,6,True,inf
ID0251,0.7,5,D,0.4,True,6,False,inf
ID0251,0.8,5,D,0.4,True,6,False,inf
ID0251,0.9,5,D,0.4,True,6,False,inf
ID0270,0.6,0,D,0.6,True,12,True,0.1518122327923476
ID0270,0.7,11,D,0.6,True,12,False,0.1518122327923476
ID0270,0.8,11,D,0.6,True,12,False,0.1518122327923476
ID0270,0.9,11,D,0.6,True,12,False,0.1518122327923476
ID0275,0.6,5,A,0.6666666666666666,False,9,True,inf
ID0275,0.7,8,A,0.6363636363636362,False,9,False,inf
ID0275,0.8,8,A,0.6363636363636362,False,9,False,inf
ID0275,0.9,8,A,0.6363636363636362,False,9,False,inf
ID0277,0.6,2,B,0.6,True,15,True,0.15346947720411888
ID0277,0.7,3,B,0.7,True,15,True,0.15346947720411888
ID0277,0.8,14,B,0.7,True,15,False,0.15346947720411888
ID0277,0.9,14,B,0.7,True,15,False,0.15346947720411888
ID0278,0.6,2,C,0.6,True,8,True,0.17568855664250024
ID0278,0.7,7,C,0.6,True,8,False,0.17568855664250024
ID0278,0.8,7,C,0.6,True,8,False,0.17568855664250024
ID0278,0.9,7,C,0.6,True,8,False,0.17568855664250024
ID0281,0.6,2,E,0.8,False,10,True,inf
ID0281,0.7,2,E,0.8,False,10,True,inf
ID0281,0.8,2,E,0.8,False,10,True,inf
ID0281,0.9,9,J,0.3333333333333333,False,10,False,inf
ID0283,0.6,0,A,0.7,False,16,True,0.30359116529835806
ID0283,0.7,0,A,0.7,False,16,True,0.30359116529835806
ID0283,0.8,1,A,0.8,False,16,True,0.30359116529835806
ID0283,0.9,15,B,0.6,True,16,False,0.30359116529835806
ID0284,0.6,0,B,0.625,False,8,True,0.41410014955419633
ID0284,0.7,7,B,0.625,False,8,False,0.41410014955419633
ID0284,0.8,7,B,0.625,False,8,False,0.41410014955419633
ID0284,0.9,7,B,0.625,False,8,False,0.41410014955419633
ID0291,0.6,0,H,1.0,False,8,True,inf
ID0291,0.7,0,H,1.0,False,8,True,inf
ID0291,0.8,0,H,1.0,False,8,True,inf
ID0291,0.9,0,H,1.0,False,8,True,inf
ID0292,0.6,0,B,0.6,False,8,True,inf
ID0292,0.7,2,B,0.8,False,8,True,inf
ID0292,0.8,2,B,0.8,False,8,True,inf
ID0292,0.9,4,B,1.0,False,8,True,inf
ID0296,0.6,0,C,0.6,True,15,True,0.48838831244258135
ID0296,0.7,1,C,0.7,True,15,True,0.48838831244258135
ID0296,0.8,14,B,0.7,False,15,False,0.48838831244258135
ID0296,0.9,14,B,0.7,False,15,False,0.48838831244258135
ID0300,0.6,1,C,0.6,True,12,True,inf
ID0300,0.7,2,C,1.0,True,12,True,inf
ID0300,0.8,2,C,1.0,True,12,True,inf
ID0300,0.9,2,C,1.0,True,12,True,inf
ID0301,0.6,0,D,0.6,False,11,True,1.0292865819711834
ID0301,0.7,6,A,0.7,True,11,True,1.0292865819711834
ID0301,0.8,8,A,0.8,True,11,True,1.0292865819711834
ID0301,0.9,10,D,0.7,False,11,False,1.0292865819711834
ID0302,0.6,0,A,0.7,False,15,True,0.20891062936734264
ID0302,0.7,0,A,0.7,False,15,True,0.20891062936734264
ID0302,0.8,14,C,0.4,True,15,False,0.20891062936734264
ID0302,0.9,14,C,0.4,True,15,False,0.20891062936734264
ID0307,0.6,0,B,0.7,False,12,True,0.33794097106324217
ID0307,0.7,0,B,0.7,False,12,True,0.33794097106324217
ID0307,0.8,11,D,0.6,True,12,False,0.33794097106324217
ID0307,0.9,11,D,0.6,True,12,False,0.33794097106324217
ID0314,0.6,0,B,0.6,False,10,True,0.5470204907052405
ID0314,0.7,5,B,0.7,False,10,True,0.5470204907052405
ID0314,0.8,9,D,0.6,False,10,False,0.5470204907052405
ID0314,0.9,9,D,0.6,False,10,False,0.5470204907052405
ID0317,0.6,0,E,1.0,False,6,True,inf
ID0317,0.7,0,E,1.0,False,6,True,inf
ID0317,0.8,0,E,1.0,False,6,True,inf
ID0317,0.9,0,E,1.0,False,6,True,inf
ID0321,0.6,1,B,0.7,True,9,True,0.3677432296391104
ID0321,0.7,1,B,0.7,True,9,True,0.3677432296391104
ID0321,0.8,8,B,0.7,True,9,False,0.3677432296391104
ID0321,0.9,8,B,0.7,True,9,False,0.3677432296391104
ID0330,0.6,1,A,0.6,False,9,True,0.47691439800556207
ID0330,0.7,6,A,0.7,False,9,True,0.47691439800556207
ID0330,0.8,8,A,0.6,False,9,False,0.47691439800556207
ID0330,0.9,8,A,0.6,False,9,False,0.47691439800556207
ID0332,0.6,0,D,0.6,False,10,True,0.6532428812473701
ID0332,0.7,2,B,0.7,False,10,True,0.6532428812473701
ID0332,0.8,9,C,0.6,True,10,False,0.6532428812473701
ID0332,0.9,9,C,0.6,True,10,False,0.6532428812473701
ID0336,0.6,3,I,0.65,False,5,True,1.4556367223991324
ID0336,0.7,4,A,0.64,False,5,False,1.4556367223991324
ID0336,0.8,4,A,0.64,False,5,False,1.4556367223991324
ID0336,0.9,4,A,0.64,False,5,False,1.4556367223991324
ID0337,0.6,1,C,0.6,True,16,True,0.979086707501283
ID0337,0.7,8,B,0.7,False,16,True,0.979086707501283
ID0337,0.8,15,B,0.7,False,16,False,0.979086707501283
ID0337,0.9,15,B,0.7,False,16,False,0.979086707501283
ID0339,0.6,1,B,0.7,True,7,True,0.3895091723219591
ID0339,0.7,1,B,0.7,True,7,True,0.3895091723219591
ID0339,0.8,6,B,0.7,True,7,False,0.3895091723219591
ID0339,0.9,6,B,0.7,True,7,False,0.3895091723219591
ID0345,0.6,1,A,0.8,True,7,True,0.9258561931603475
ID0345,0.7,1,A,0.8,True,7,True,0.9258561931603475
ID0345,0.8,1,A,0.8,True,7,True,0.9258561931603475
ID0345,0.9,6,A,0.8,True,7,False,0.9258561931603475
ID0349,0.6,2,F,0.9,False,4,True,inf
ID0349,0.7,2,F,0.9,False,4,True,inf
ID0349,0.8,2,F,0.9,False,4,True,inf
ID0349,0.9,2,F,0.9,False,4,True,inf
ID0353,0.6,3,H,0.8,True,8,True,inf
ID0353,0.7,3,H,0.8,True,8,True,inf
ID0353,0.8,3,H,0.8,True,8,True,inf
ID0353,0.9,7,J,1.0,False,8,False,inf
ID0356,0.6,0,B,0.7,False,9,True,0.6573789491732281
ID0356,0.7,0,B,0.7,False,9,True,0.6573789491732281
ID0356,0.8,8,C,0.6,False,9,False,0.6573789491732281
ID0356,0.9,8,C,0.6,False,9,False,0.6573789491732281
ID0357,0.6,0,J,1.0,False,7,True,inf
ID0357,0.7,0,J,1.0,False,7,True,inf
ID0357,0.8,0,J,1.0,False,7,True,inf
ID0357,0.9,0,J,1.0,False,7,True,inf
ID0360,0.6,0,D,0.7,False,11,True,0.43100732468877306
ID0360,0.7,0,D,0.7,False,11,True,0.43100732468877306
ID0360,0.8,2,D,0.8,False,11,True,0.43100732468877306
ID0360,0.9,10,A,0.7,True,11,False,0.43100732468877306
ID0362,0.6,1,D,0.6,False,8,True,0.5459925680490213
ID0362,0.7,2,D,0.7,False,8,True,0.5459925680490213
ID0362,0.8,7,B,0.7,False,8,False,0.5459925680490213
ID0362,0.9,7,B,0.7,False,8,False,0.5459925680490213
ID0363,0.6,1,A,0.6,True,9,True,inf
ID0363,0.7,8,A,0.6,True,9,False,inf
ID0363,0.8,8,A,0.6,True,9,False,inf
ID0363,0.9,8,A,0.6,True,9,False,inf
ID0366,0.6,0,B,0.7,True,11,True,inf
ID0366,0.7,0,B,0.7,True,11,True,inf
ID0366,0.8,3,B,1.0,True,11,True,inf
ID0366,0.9,3,B,1.0,True,11,True,inf
ID0368,0.6,0,B,0.7,False,13,True,0.6849348020287509
ID0368,0.7,0,B,0.7,False,13,True,0.6849348020287509
ID0368,0.8,12,A,0.4,False,13,False,0.6849348020287509
ID0368,0.9,12,A,0.4,False,13,False,0.6849348020287509
ID0369,0.6,0,B,0.7,True,4,True,0.22159625117397824
ID0369,0.7,0,B,0.7,True,4,True,0.22159625117397824
ID0369,0.8,3,B,0.7,True,4,False,0.22159625117397824
ID0369,0.9,3,B,0.7,True,4,False,0.22159625117397824
ID0377,0.6,1,C,0.6,False,9,True,0.49210854312030644
ID0377,0.7,8,D,0.4,False,9,False,0.49210854312030644
ID0377,0.8,8,D,0.4,False,9,False,0.49210854312030644
ID0377,0.9,8,D,0.4,False,9,False,0.49210854312030644
ID0386,0.6,0,C,0.6,False,4,True,0.6266908843148384
ID0386,0.7,2,D,0.7,True,4,True,0.6266908843148384
ID0386,0.8,3,D,0.7,True,4,False,0.6266908843148384
ID0386,0.9,3,D,0.7,True,4,False,0.6266908843148384
ID0388,0.6,6,B,1.0,False,9,True,inf
ID0388,0.7,6,B,1.0,False,9,True,inf
ID0388,0.8,6,B,1.0,False,9,True,inf
ID0388,0.9,6,B,1.0,False,9,True,inf
ID0391,0.6,3,I,1.0,False,4,False,inf
ID0391,0.7,3,I,1.0,False,4,False,inf
ID0391,0.8,3,I,1.0,False,4,False,inf
ID0391,0.9,3,I,1.0,False,4,False,inf
ID0393,0.6,1,C,0.6,False,15,True,0.8538966704585175
ID0393,0.7,4,B,0.7,False,15,True,0.8538966704585175
ID0393,0.8,14,D,0.8,True,15,False,0.8538966704585175
ID0393,0.9,14,D,0.8,True,15,False,0.8538966704585175
ID0400,0.6,1,B,0.6,True,14,True,0.06442354340782507
ID0400,0.7,2,B,0.7,True,14,True,0.06442354340782507
ID0400,0.8,13,B,0.7,True,14,False,0.06442354340782507
ID0400,0.9,13,B,0.7,True,14,False,0.06442354340782507
ID0402,0.6,6,B,0.7,True,9,True,0.4041712983708217
ID0402,0.7,6,B,0.7,True,9,True,0.4041712983708217
ID0402,0.8,8,B,0.7,True,9,False,0.4041712983708217
ID0402,0.9,8,B,0.7,True,9,False,0.4041712983708217
ID0406,0.6,0,D,1.0,True,9,True,inf
ID0406,0.7,0,D,1.0,True,9,True,inf
ID0406,0.8,0,D,1.0,True,9,True,inf
ID0406,0.9,0,D,1.0,True,9,True,inf
ID0409,0.6,0,D,0.6,True,10,True,inf
ID0409,0.7,7,D,1.0,True,10,True,inf
ID0409,0.8,7,D,1.0,True,10,True,inf
ID0409,0.9,7,D,1.0,True,10,True,inf
ID0415,0.6,0,C,0.7,False,13,True,0.2640734299101531
ID0415,0.7,0,C,0.7,False,13,True,0.2640734299101531
ID0415,0.8,12,B,0.7,True,13,False,0.2640734299101531
ID0415,0.9,12,B,0.7,True,13,False,0.2640734299101531
ID0418,0.6,0,A,0.6,False,18,True,0.681086598041446
ID0418,0.7,2,C,0.7,False,18,True,0.681086598041446
ID0418,0.8,17,C,0.5,False,18,False,0.681086598041446
ID0418,0.9,17,C,0.5,False,18,False,0.681086598041446
ID0422,0.6,0,D,0.6,False,9,True,inf
ID0422,0.7,1,D,0.7,False,9,True,inf
ID0422,0.8,6,C,1.0,True,9,True,inf
ID0422,0.9,6,C,1.0,True,9,True,inf
ID0426,0.6,1,J,1.0,False,5,True,inf
ID0426,0.7,1,J,1.0,False,5,True,inf
ID0426,0.8,1,J,1.0,False,5,True,inf
ID0426,0.9,1,J,1.0,False,5,True,inf
ID0431,0.6,1,B,0.6,False,12,True,0.42476674176000834
ID0431,0.7,11,A,0.6,False,12,False,0.42476674176000834
ID0431,0.8,11,A,0.6,False,12,False,0.42476674176000834
ID0431,0.9,11,A,0.6,False,12,False,0.42476674176000834
ID0435,0.6,0,I,0.9,True,5,True,inf
ID0435,0.7,0,I,0.9,True,5,True,inf
ID0435,0.8,0,I,0.9,True,5,True,inf
ID0435,0.9,0,I,0.9,True,5,True,inf
ID0446,0.6,0,A,0.6,False,20,True,0.15657655147180688
ID0446,0.7,4,B,0.7,False,20,True,0.15657655147180688
ID0446,0.8,19,C,0.7,True,20,False,0.15657655147180688
ID0446,0.9,19,C,0.7,True,20,False,0.15657655147180688
ID0453,0.6,1,A,0.7,False,14,True,inf
ID0453,0.7,1,A,0.7,False,14,True,inf
ID0453,0.8,13,D,0.4,True,14,False,inf
ID0453,0.9,13,D,0.4,True,14,False,inf
ID0454,0.6,0,D,0.7,True,4,True,inf
ID0454,0.7,0,D,0.7,True,4,True,inf
